instrument_token,exchange_token,tradingsymbol,tick_size,lot_size,instrument_type,segment,exchange
277761,1085,GABRIEL,0.1,1,EQ,NSE,NSE
2259969,8828,GAEL,0.01,1,EQ,NSE,NSE
1207553,4717,GAIL,0.01,1,EQ,NSE,NSE
195941377,765396,GAJA,0.01,1,EQ,NSE,NSE
6462465,25244,GAJANAND-SM,0.05,3000,EQ,NSE,NSE
6434305,25134,GALAPREC,0.1,1,EQ,NSE,NSE
336641,1315,GALAXYSURF,0.1,1,EQ,NSE,NSE
3414273,13337,GALLANTT,0.05,1,EQ,NSE,NSE
5197569,20303,GANDHAR,0.01,1,EQ,NSE,NSE
3613697,14116,GANDHITUBE,0.05,1,EQ,NSE,NSE
1777665,6944,GANECOS,0.1,1,EQ,NSE,NSE
1437953,5617,GANESHBE-BE,0.01,1,EQ,NSE,NSE
194307073,759012,GANESHCP,0.01,1,EQ,NSE,NSE
3670785,14339,GANESHHOU,0.05,1,EQ,NSE,NSE
7001857,27351,GANESHIN-ST,0.05,800,EQ,NSE,NSE
193926401,757525,GANGABATH-SM,0.05,3000,EQ,NSE,NSE
1268993,4957,GANGAFORGE,0.01,1,EQ,NSE,NSE
5478145,21399,GANGESSECU,0.01,1,EQ,NSE,NSE
281601,1100,GARFIBRES,0.05,1,EQ,NSE,NSE
6604801,25800,GARUDA,0.01,1,EQ,NSE,NSE
4612609,18018,GATECH-BE,0.01,1,EQ,NSE,NSE
6913,27,GATECHDVR-BE,0.01,1,EQ,NSE,NSE
2178561,8510,GATEWAY,0.01,1,EQ,NSE,NSE
194605825,760179,GAUDIUMIVF-BE,0.01,1,EQ,NSE,NSE
945409,3693,GAYAHWS,0.01,1,EQ,NSE,NSE
6405889,25023,GAYAPROJ,0.01,1,EQ,NSE,NSE
7753985,30289,GCHOTELS-ST,0.05,600,EQ,NSE,NSE
194300417,758986,GCSL,0.05,1,EQ,NSE,NSE
3497473,13662,GEECEE-BE,0.05,1,EQ,NSE,NSE
4588033,17922,GEEKAYWIRE,0.01,1,EQ,NSE,NSE
194422017,759461,GEMAROMA,0.01,1,EQ,NSE,NSE
560129,2188,GENCON,0.01,1,EQ,NSE,NSE
2791681,10905,GENESYS,0.05,1,EQ,NSE,NSE
194263553,758842,GENSOL-BZ,0.01,1,EQ,NSE,NSE
1689601,6600,GENUSPAPER,0.01,1,EQ,NSE,NSE
3047681,11905,GENUSPOWER,0.05,1,EQ,NSE,NSE
8177153,31942,GENXAI-SM,0.05,1200,EQ,NSE,NSE
3045377,11896,GEOJITFSL,0.01,1,EQ,NSE,NSE
3526657,13776,GESHIP,0.1,1,EQ,NSE,NSE
6559745,25624,GFL26-N0,0.01,1,EQ,NSE,NSE
5926657,23151,GFL27-N1,0.01,1,EQ,NSE,NSE
329985,1289,GFLLIMITED,0.01,1,EQ,NSE,NSE
2836225,11079,GFSTEELS-BE,0.01,1,EQ,NSE,NSE
6256385,24439,GGBL-SM,0.05,300,EQ,NSE,NSE
288513,1127,GHCL,0.05,1,EQ,NSE,NSE
4274177,16696,GHCLTEXTIL,0.01,1,EQ,NSE,NSE
7835649,30608,GHOSPIINAV,0.01,1,EQ,NSE,NSE
291585,1139,GICHSGFIN,0.01,1,EQ,NSE,NSE
194822401,761025,GICL,0.01,1,EQ,NSE,NSE
70913,277,GICRE,0.05,1,EQ,NSE,NSE
4566785,17839,GILLANDERS,0.01,1,EQ,NSE,NSE
403457,1576,GILLETTE,0.5,1,EQ,NSE,NSE
5766145,22524,GILT10BETA,0.01,1,EQ,NSE,NSE
5765377,22521,GILT5BETA,0.01,1,EQ,NSE,NSE
812033,3172,GILT5YBEES,0.01,1,EQ,NSE,NSE
2597889,10148,GILT5YINAV,0.01,1,EQ,NSE,NSE
2379265,9294,GINNIFILA-BE,0.01,1,EQ,NSE,NSE
293121,1145,GIPCL,0.01,1,EQ,NSE,NSE
605441,2365,GIRIRAJ-SM,0.05,250,EQ,NSE,NSE
194808577,760971,GJL-ST,0.05,800,EQ,NSE,NSE
195760129,764688,GKB,0.01,1,EQ,NSE,NSE
194316289,759048,GKENERGY,0.01,1,EQ,NSE,NSE
194866433,761197,GKSL,0.01,1,EQ,NSE,NSE
4443393,17357,GKWLIMITED,0.1,1,EQ,NSE,NSE
303617,1186,GLAND,0.1,1,EQ,NSE,NSE
295169,1153,GLAXO,0.1,1,EQ,NSE,NSE
7712257,30126,GLD360INAV,0.05,1,EQ,NSE,NSE
5863425,22904,GLDCASINAV,0.05,1,EQ,NSE,NSE
1895937,7406,GLENMARK,0.1,1,EQ,NSE,NSE
295937,1156,GLFL,0.01,1,EQ,NSE,NSE
362241,1415,GLOBAL,0.01,1,EQ,NSE,NSE
6382593,24932,GLOBALE,0.01,1,EQ,NSE,NSE
4395521,17170,GLOBALPET-ST,0.05,750,EQ,NSE,NSE
3516161,13735,GLOBALVECT,0.01,1,EQ,NSE,NSE
100609,393,GLOBE,0.01,1,EQ,NSE,NSE
194194433,758572,GLOBECIVIL,0.01,1,EQ,NSE,NSE
4460545,17424,GLOBUSSPR,0.05,1,EQ,NSE,NSE
6039041,23590,GLOSTERLTD,0.05,1,EQ,NSE,NSE
194589697,760116,GLOTTIS,0.01,1,EQ,NSE,NSE
299009,1168,GMBREW,0.05,1,EQ,NSE,NSE
1332225,5204,GMDCLTD,0.05,1,EQ,NSE,NSE
194326785,759089,GML-SM,0.05,2000,EQ,NSE,NSE
401921,1570,GMMPFAUDLR,0.05,1,EQ,NSE,NSE
3463169,13528,GMRAIRPORT,0.01,1,EQ,NSE,NSE
2183425,8529,GMRP&UI,0.01,1,EQ,NSE,NSE
4754177,18571,GNA,0.05,1,EQ,NSE,NSE
300545,1174,GNFC,0.05,1,EQ,NSE,NSE
195248641,762690,GNRL,0.01,1,EQ,NSE,NSE
3759873,14687,GOACARBON,0.05,1,EQ,NSE,NSE
1014529,3963,GOCLCORP,0.05,1,EQ,NSE,NSE
1782785,6964,GOCOLORS,0.05,1,EQ,NSE,NSE
6640897,25941,GODAVARIB,0.05,1,EQ,NSE,NSE
302337,1181,GODFRYPHLP,0.1,1,EQ,NSE,NSE
6092545,23799,GODIGIT,0.05,1,EQ,NSE,NSE
36865,144,GODREJAGRO,0.05,1,EQ,NSE,NSE
2585345,10099,GODREJCP,0.1,1,EQ,NSE,NSE
2796801,10925,GODREJIND,0.1,1,EQ,NSE,NSE
4576001,17875,GODREJPROP,0.1,1,EQ,NSE,NSE
3015169,11778,GOKEX,0.05,1,EQ,NSE,NSE
4276481,16705,GOKUL,0.01,1,EQ,NSE,NSE
3706881,14480,GOKULAGRO,0.01,1,EQ,NSE,NSE
3803649,14858,GOLD1,0.01,1,EQ,NSE,NSE
7706881,30105,GOLD360,0.05,1,EQ,NSE,NSE
3931137,15356,GOLDADD,0.01,1,EQ,NSE,NSE
5256193,20532,GOLDAXIS,0.01,1,EQ,NSE,NSE
7829761,30585,GOLDBDINAV,0.01,1,EQ,NSE,NSE
3693569,14428,GOLDBEES,0.01,1,EQ,NSE,NSE
2106113,8227,GOLDBEINAV,0.01,1,EQ,NSE,NSE
3720961,14535,GOLDBETA,0.05,1,EQ,NSE,NSE
194643201,760325,GOLDBND,0.01,1,EQ,NSE,NSE
5862657,22901,GOLDCASE,0.01,1,EQ,NSE,NSE
2974465,11619,GOLDENTOBC-BZ,0.01,1,EQ,NSE,NSE
3657217,14286,GOLDETF,0.01,1,EQ,NSE,NSE
3064577,11971,GOLDIAM,0.05,1,EQ,NSE,NSE
5037825,19679,GOLDIETF,0.01,1,EQ,NSE,NSE
3485697,13616,GOLDKART-SM,0.05,625,EQ,NSE,NSE
2106881,8230,GOLDSHINAV,0.01,1,EQ,NSE,NSE
257,1,GOLDSTAR-SM,0.05,11250,EQ,NSE,NSE
2528769,9878,GOLDTECH-BE,0.01,1,EQ,NSE,NSE
1568001,6125,GOODLUCK,0.1,1,EQ,NSE,NSE
308481,1205,GOODYEAR,0.05,1,EQ,NSE,NSE
5904897,23066,GOPAL,0.05,1,EQ,NSE,NSE
3017473,11787,GOYALALUM,0.01,1,EQ,NSE,NSE
4955137,19356,GOYALSALT-SM,0.05,600,EQ,NSE,NSE
6172929,24113,GPECO-ST,0.05,200,EQ,NSE,NSE
3432705,13409,GPIL,0.01,1,EQ,NSE,NSE
5051137,19731,GPPL,0.01,1,EQ,NSE,NSE
5848577,22846,GPTHEALTH,0.01,1,EQ,NSE,NSE
4527361,17685,GPTINFRA,0.01,1,EQ,NSE,NSE
195404545,763299,GRADIENTE,0.01,1,EQ,NSE,NSE
195249921,762695,GRANDOAK,0.01,1,EQ,NSE,NSE
3039233,11872,GRANULES,0.05,1,EQ,NSE,NSE
5236225,20454,GRAPHISAD-SM,0.05,1200,EQ,NSE,NSE
151553,592,GRAPHITE,0.05,1,EQ,NSE,NSE
315393,1232,GRASIM,0.1,1,EQ,NSE,NSE
1331201,5200,GRAUWEIL,0.01,1,EQ,NSE,NSE
195251201,762700,GRAVISSHO,0.01,1,EQ,NSE,NSE
5256705,20534,GRAVITA,0.1,1,EQ,NSE,NSE
7829249,30583,GRCAPMINAV,0.01,1,EQ,NSE,NSE
3597313,14052,GRCL-SM,0.05,250,EQ,NSE,NSE
316161,1235,GREAVESCOT,0.01,1,EQ,NSE,NSE
4375553,17092,GREENCHEF-SM,0.05,800,EQ,NSE,NSE
1753089,6848,GREENLAM,0.05,1,EQ,NSE,NSE
194413313,759427,GREENLEAF-ST,0.05,1000,EQ,NSE,NSE
3535361,13810,GREENPANEL,0.01,1,EQ,NSE,NSE
1020673,3987,GREENPLY,0.05,1,EQ,NSE,NSE
5148161,20110,GREENPOWER,0.01,1,EQ,NSE,NSE
4797697,18741,GRETEX-SM,0.05,750,EQ,NSE,NSE
3471361,13560,GRINDWELL,0.1,1,EQ,NSE,NSE
1293825,5054,GRINFRA,0.05,1,EQ,NSE,NSE
2782977,10871,GRMOVER,0.01,1,EQ,NSE,NSE
7656193,29907,GRN200INAV,0.01,1,EQ,NSE,NSE
7825921,30570,GRO250INAV,0.01,1,EQ,NSE,NSE
4549121,17770,GROBTEA,0.05,1,EQ,NSE,NSE
6520065,25469,GROLIQINAV,0.01,1,EQ,NSE,NSE
7815937,30531,GRONIFINAV,0.01,1,EQ,NSE,NSE
6349057,24801,GROWEVINAV,0.01,1,EQ,NSE,NSE
7813121,30520,GROWLOINAV,0.01,1,EQ,NSE,NSE
7808001,30500,GROWMOINAV,0.01,1,EQ,NSE,NSE
7809281,30505,GROWSLINAV,0.01,1,EQ,NSE,NSE
194510337,759806,GROWW,0.01,1,EQ,NSE,NSE
194573057,760051,GROWWCAPM,0.01,1,EQ,NSE,NSE
194732289,760673,GROWWCHEM,0.01,1,EQ,NSE,NSE
6594049,25758,GROWWDEFNC,0.01,1,EQ,NSE,NSE
7833857,30601,GROWWEINAV,0.01,1,EQ,NSE,NSE
6348289,24798,GROWWEV,0.01,1,EQ,NSE,NSE
6624001,25875,GROWWGINAV,0.05,1,EQ,NSE,NSE
6623233,25872,GROWWGOLD,0.01,1,EQ,NSE,NSE
194783745,760874,GROWWHOSPI,0.01,1,EQ,NSE,NSE
6514433,25447,GROWWLIQID,0.01,1,EQ,NSE,NSE
194124801,758300,GROWWLOVOL,0.01,1,EQ,NSE,NSE
194488065,759719,GROWWMC150,0.01,1,EQ,NSE,NSE
194672129,760438,GROWWMETAL,0.01,1,EQ,NSE,NSE
193558017,756086,GROWWMOM50,0.01,1,EQ,NSE,NSE
7647233,29872,GROWWN200,0.01,1,EQ,NSE,NSE
194000385,757814,GROWWNET,0.01,1,EQ,NSE,NSE
194226433,758697,GROWWNIFTY,0.01,1,EQ,NSE,NSE
7814913,30527,GROWWNINAV,0.01,1,EQ,NSE,NSE
194421249,759458,GROWWNXT50,0.01,1,EQ,NSE,NSE
7816961,30535,GROWWPINAV,0.01,1,EQ,NSE,NSE
194090241,758165,GROWWPOWER,0.01,1,EQ,NSE,NSE
194809857,760976,GROWWPSE,0.01,1,EQ,NSE,NSE
194947585,761514,GROWWPSUBK,0.01,1,EQ,NSE,NSE
7558913,29527,GROWWRAIL,0.01,1,EQ,NSE,NSE
7819777,30546,GROWWRINAV,0.01,1,EQ,NSE,NSE
194413569,759428,GROWWRLTY,0.01,1,EQ,NSE,NSE
194437633,759522,GROWWSC250,0.01,1,EQ,NSE,NSE
193747713,756827,GROWWSLVR,0.01,1,EQ,NSE,NSE
1675009,6543,GRPLTD,0.1,1,EQ,NSE,NSE
7559681,29530,GRRAILINAV,0.01,1,EQ,NSE,NSE
1401601,5475,GRSE,0.1,1,EQ,NSE,NSE
7826945,30574,GRW150INAV,0.01,1,EQ,NSE,NSE
7833345,30599,GRWCHEINAV,0.01,1,EQ,NSE,NSE
7831297,30591,GRWMTLINAV,0.01,1,EQ,NSE,NSE
7818241,30540,GRWN50INAV,0.01,1,EQ,NSE,NSE
7836673,30612,GRWPSUINAV,0.01,1,EQ,NSE,NSE
2043393,7982,GRWRHITECH,0.5,1,EQ,NSE,NSE
6599937,25781,GRWWDFINAV,0.01,1,EQ,NSE,NSE
1128705,4409,GS151226C-GS,0.01,100,EQ,NSE,NSE
1132289,4423,GS220230C-GS,0.01,100,EQ,NSE,NSE
1133825,4429,GS220231C-GS,0.01,100,EQ,NSE,NSE
1134593,4432,GS220236C-GS,0.01,100,EQ,NSE,NSE
1157121,4520,GS220240C-GS,0.01,100,EQ,NSE,NSE
1165313,4552,GS220250C-GS,0.01,100,EQ,NSE,NSE
1166081,4555,GS220261C-GS,0.01,100,EQ,NSE,NSE
1125121,4395,GS220261P-GS,0.01,100,EQ,NSE,NSE
1133313,4427,GS220830C-GS,0.01,100,EQ,NSE,NSE
1134337,4431,GS220831C-GS,0.01,100,EQ,NSE,NSE
1150465,4494,GS220836C-GS,0.01,100,EQ,NSE,NSE
1163777,4546,GS220840C-GS,0.01,100,EQ,NSE,NSE
1165569,4553,GS220850C-GS,0.01,100,EQ,NSE,NSE
6360833,24847,GSEC10ABSL,0.01,1,EQ,NSE,NSE
195919361,765310,GSEC10ADD,0.01,1,EQ,NSE,NSE
3364609,13143,GSEC10IETF,0.01,1,EQ,NSE,NSE
6361601,24850,GSEC10INAV,0.01,1,EQ,NSE,NSE
3824129,14938,GSEC10YEAR,0.01,1,EQ,NSE,NSE
2135553,8342,GSEC5IETF,0.01,1,EQ,NSE,NSE
195921409,765318,GSECADINAV,0.01,1,EQ,NSE,NSE
319233,1247,GSFC,0.01,1,EQ,NSE,NSE
3737345,14599,GSLSU,0.01,1,EQ,NSE,NSE
6115329,23888,GSMFOILS-SM,0.05,500,EQ,NSE,NSE
195133185,762239,GSPCROP,0.05,1,EQ,NSE,NSE
3928833,15347,GSS,0.01,1,EQ,NSE,NSE
2499585,9764,GSTL-SM,0.05,1000,EQ,NSE,NSE
290561,1135,GTECJAINX-BE,0.01,1,EQ,NSE,NSE
297473,1162,GTL,0.01,1,EQ,NSE,NSE
3518721,13745,GTLINFRA,0.01,1,EQ,NSE,NSE
5425921,21195,GTPL,0.01,1,EQ,NSE,NSE
2971137,11606,GUFICBIO,0.05,1,EQ,NSE,NSE
324353,1267,GUJALKALI,0.05,1,EQ,NSE,NSE
3757313,14677,GUJAPOLLO,0.05,1,EQ,NSE,NSE
2713345,10599,GUJENERGY,0.05,1,EQ,NSE,NSE
1164289,4548,GUJRAFFIA,0.01,1,EQ,NSE,NSE
7611137,29731,GUJTHEM,0.05,1,EQ,NSE,NSE
1124097,4391,GULFOILLUB,0.1,1,EQ,NSE,NSE
2965505,11584,GULFPETRO-BE,0.01,1,EQ,NSE,NSE
1609217,6286,GULPOLY,0.01,1,EQ,NSE,NSE
194370817,759261,GURUNANAK-SM,0.05,1600,EQ,NSE,NSE
3386625,13229,GVKPIL-BE,0.01,1,EQ,NSE,NSE
2012673,7862,GVPIL,0.05,1,EQ,NSE,NSE
2781441,10865,GVPTECH,0.01,1,EQ,NSE,NSE
4296449,16783,GVT&D,0.1,1,EQ,NSE,NSE
195596801,764050,GYFTR,0.01,1,EQ,NSE,NSE
589569,2303,HAL,0.1,1,EQ,NSE,NSE
194743041,760715,HALDER,0.01,1,EQ,NSE,NSE
195253249,762708,HALDYNGL-BE,0.01,1,EQ,NSE,NSE
5517057,21551,HALEOSLABS,0.1,1,EQ,NSE,NSE
195859201,765075,HAMPTON,0.01,1,EQ,NSE,NSE
12289,48,HAPPSTMNDS,0.05,1,EQ,NSE,NSE
195617537,764131,HAPPY-SM,0.05,2000,EQ,NSE,NSE
5338625,20854,HAPPYFORGE,0.1,1,EQ,NSE,NSE
2294273,8962,HARDWYN,0.01,1,EQ,NSE,NSE
2295809,8968,HARIOMPIPE,0.05,1,EQ,NSE,NSE
336129,1313,HARRMALAYA,0.01,1,EQ,NSE,NSE
2857473,11162,HARSHA,0.05,1,EQ,NSE,NSE
4647425,18154,HATHWAY,0.01,1,EQ,NSE,NSE
996353,3892,HATSUN,0.05,1,EQ,NSE,NSE
2513665,9819,HAVELLS,0.1,1,EQ,NSE,NSE
1908993,7457,HAVISHA,0.01,1,EQ,NSE,NSE
1137665,4444,HAWKINCOOK,0.5,1,EQ,NSE,NSE
195761409,764693,HAZOOR,0.01,1,EQ,NSE,NSE
2565633,10022,HBANKEINAV,0.01,1,EQ,NSE,NSE
195254273,762712,HBESD,0.01,1,EQ,NSE,NSE
3575297,13966,HBLENGINE,0.05,1,EQ,NSE,NSE
195860481,765080,HBPOR,0.01,1,EQ,NSE,NSE
3645185,14239,HBS500INAV,0.01,1,EQ,NSE,NSE
3645441,14240,HBS500INAV-RL,0.01,1,EQ,NSE,NSE
1053697,4116,HBSL,0.01,1,EQ,NSE,NSE
352001,1375,HCC,0.01,1,EQ,NSE,NSE
3982081,15555,HCG,0.05,1,EQ,NSE,NSE
339713,1327,HCL-INSYS,0.01,1,EQ,NSE,NSE
1850625,7229,HCLTECH,0.1,1,EQ,NSE,NSE
193989633,757772,HDBFS,0.05,1,EQ,NSE,NSE
2709249,10583,HDF100INAV,0.01,1,EQ,NSE,NSE
2709505,10584,HDFC50INAV,0.01,1,EQ,NSE,NSE
1086465,4244,HDFCAMC,0.1,1,EQ,NSE,NSE
341249,1333,HDFCBANK,0.05,1,EQ,NSE,NSE
3642881,14230,HDFCBSE500,0.01,1,EQ,NSE,NSE
5003009,19543,HDFCGOLD,0.01,1,EQ,NSE,NSE
2884097,11266,HDFCGRINAV,0.01,1,EQ,NSE,NSE
2877697,11241,HDFCGROWTH,0.01,1,EQ,NSE,NSE
119553,467,HDFCLIFE,0.05,1,EQ,NSE,NSE
4679425,18279,HDFCLIQUID,0.01,1,EQ,NSE,NSE
2956033,11547,HDFCLOWVOL,0.01,1,EQ,NSE,NSE
2957569,11553,HDFCLVINAV,0.01,1,EQ,NSE,NSE
2109697,8241,HDFCMFINAV,0.01,1,EQ,NSE,NSE
195670785,764339,HDFCMGINAV,0.01,1,EQ,NSE,NSE
3644417,14236,HDFCMID150,0.01,1,EQ,NSE,NSE
2957057,11551,HDFCMOINAV,0.01,1,EQ,NSE,NSE
2953729,11538,HDFCMOMENT,0.01,1,EQ,NSE,NSE
2718465,10619,HDFCNEXT50,0.01,1,EQ,NSE,NSE
2565889,10023,HDFCNFINAV,0.01,1,EQ,NSE,NSE
2722049,10633,HDFCNIF100,0.01,1,EQ,NSE,NSE
5742849,22433,HDFCNIFBAN,0.01,1,EQ,NSE,NSE
3097857,12101,HDFCNIFIT,0.01,1,EQ,NSE,NSE
2967297,11591,HDFCNIFTY,0.01,1,EQ,NSE,NSE
4332033,16922,HDFCNIINAV,0.01,1,EQ,NSE,NSE
195670017,764336,HDFCNIMEG,0.01,1,EQ,NSE,NSE
3102465,12119,HDFCPBINAV,0.01,1,EQ,NSE,NSE
5784321,22595,HDFCPSUBK,0.01,1,EQ,NSE,NSE
3099649,12108,HDFCPVTBAN,0.01,1,EQ,NSE,NSE
2881281,11255,HDFCQUAL,0.01,1,EQ,NSE,NSE
2884353,11267,HDFCQUINAV,0.01,1,EQ,NSE,NSE
2566145,10024,HDFCSEINAV,0.01,1,EQ,NSE,NSE
2967809,11593,HDFCSENSEX,0.01,1,EQ,NSE,NSE
2786049,10883,HDFCSIINAV,0.01,1,EQ,NSE,NSE
2786305,10884,HDFCSIINAV-RL,0.01,1,EQ,NSE,NSE
2784257,10876,HDFCSILVER,0.01,1,EQ,NSE,NSE
3643649,14233,HDFCSML250,0.01,1,EQ,NSE,NSE
2882561,11260,HDFCVALUE,0.01,1,EQ,NSE,NSE
2885633,11272,HDFCVLINAV,0.01,1,EQ,NSE,NSE
4680193,18282,HDFLIQINAV,0.01,1,EQ,NSE,NSE
5785345,22599,HDFPBKINAV,0.01,1,EQ,NSE,NSE
4587521,17920,HDIL-BZ,0.01,1,EQ,NSE,NSE
4916481,19205,HEADSUP,0.01,1,EQ,NSE,NSE
5785089,22598,HEALADINAV,0.01,1,EQ,NSE,NSE
5783553,22592,HEALTHADD,0.01,1,EQ,NSE,NSE
923649,3608,HEALTHAXIS,0.01,1,EQ,NSE,NSE
194812417,760986,HEALTHCARE,0.01,1,EQ,NSE,NSE
928257,3626,HEALTHIETF,0.01,1,EQ,NSE,NSE
2550529,9963,HEALTHINAV,0.01,1,EQ,NSE,NSE
5136129,20063,HEALTHX,0.05,1,EQ,NSE,NSE
1612033,6297,HEALTHY,0.01,1,EQ,NSE,NSE
1900801,7425,HECPROJECT,0.01,1,EQ,NSE,NSE
342017,1336,HEG,0.05,1,EQ,NSE,NSE
592897,2316,HEIDELBERG,0.01,1,EQ,NSE,NSE
179457,701,HEMIPROP,0.01,1,EQ,NSE,NSE
669185,2614,HERANBA,0.01,1,EQ,NSE,NSE
1177089,4598,HERITGFOOD,0.05,1,EQ,NSE,NSE
345089,1348,HEROMOTOCO,0.5,1,EQ,NSE,NSE
1804289,7048,HESTERBIO,0.1,1,EQ,NSE,NSE
192029697,750116,HEXAGON-BE,0.01,1,EQ,NSE,NSE
6914049,27008,HEXATRADEX,0.01,1,EQ,NSE,NSE
7594497,29666,HEXT,0.05,1,EQ,NSE,NSE
5619457,21951,HFCL,0.01,1,EQ,NSE,NSE
428033,1672,HGINFRA,0.05,1,EQ,NSE,NSE
3479553,13592,HGM,0.01,1,EQ,NSE,NSE
3766273,14712,HGS,0.05,1,EQ,NSE,NSE
4811265,18794,HIGREEN-SM,0.05,800,EQ,NSE,NSE
2475009,9668,HIKAL,0.01,1,EQ,NSE,NSE
194330369,759103,HILINFRA,0.01,1,EQ,NSE,NSE
3744513,14627,HILTON,0.01,1,EQ,NSE,NSE
348161,1360,HIMATSEIDE,0.01,1,EQ,NSE,NSE
195762689,764698,HINDADH,0.05,1,EQ,NSE,NSE
348929,1363,HINDALCO,0.05,1,EQ,NSE,NSE
195861761,765085,HINDALUMI,0.01,1,EQ,NSE,NSE
351233,1372,HINDCOMPOS,0.05,1,EQ,NSE,NSE
1259521,4920,HINDCON,0.01,1,EQ,NSE,NSE
4592385,17939,HINDCOPPER,0.05,1,EQ,NSE,NSE
359169,1403,HINDOILEXP,0.01,1,EQ,NSE,NSE
359937,1406,HINDPETRO,0.05,1,EQ,NSE,NSE
356865,1394,HINDUNILVR,0.1,1,EQ,NSE,NSE
4066049,15883,HINDWAREAP,0.01,1,EQ,NSE,NSE
364545,1424,HINDZINC,0.05,1,EQ,NSE,NSE
3555841,13890,HIRECT,0.1,1,EQ,NSE,NSE
4946433,19322,HISARMETAL,0.01,1,EQ,NSE,NSE
734209,2868,HITECH,0.01,1,EQ,NSE,NSE
3882241,15165,HITECHCORP-BE,0.05,1,EQ,NSE,NSE
2193409,8568,HITECHGEAR-BE,0.05,1,EQ,NSE,NSE
585985,2289,HLEGLAS,0.05,1,EQ,NSE,NSE
7834113,30602,HLTCREINAV,0.01,1,EQ,NSE,NSE
370689,1448,HLVLTD,0.01,1,EQ,NSE,NSE
4365569,17053,HMAAGRO,0.01,1,EQ,NSE,NSE
3645697,14241,HMI150INAV,0.01,1,EQ,NSE,NSE
3645953,14242,HMI150INAV-RL,0.01,1,EQ,NSE,NSE
5042689,19698,HMT-BZ,0.01,1,EQ,NSE,NSE
4919041,19215,HMVL-BE,0.01,1,EQ,NSE,NSE
3116289,12173,HNDFDS,0.05,1,EQ,NSE,NSE
4680705,18284,HNGSNGBEES,0.01,1,EQ,NSE,NSE
6099457,23826,HOACFOODS-ST,0.05,375,EQ,NSE,NSE
4774145,18649,HOLMARC-SM,0.05,750,EQ,NSE,NSE
526337,2056,HOMEFIRST,0.1,1,EQ,NSE,NSE
3462657,13526,HOMESFY-SM,0.05,300,EQ,NSE,NSE
5072129,19813,HONASA,0.05,1,EQ,NSE,NSE
874753,3417,HONAUT,5,1,EQ,NSE,NSE
803329,3138,HONDAPOWER,0.1,1,EQ,NSE,NSE
195931137,765356,HORIZONIND,0.01,1,EQ,NSE,NSE
1888257,7376,HPAL,0.01,1,EQ,NSE,NSE
3019777,11796,HPIL,0.01,1,EQ,NSE,NSE
4781825,18679,HPL,0.05,1,EQ,NSE,NSE
7648001,29875,HPTL-SM,0.05,600,EQ,NSE,NSE
5403393,21107,HRHNEXT-SM,0.05,1500,EQ,NSE,NSE
195763969,764703,HRYNSHP,0.01,1,EQ,NSE,NSE
7836417,30611,HSBCGDINAV,0.01,1,EQ,NSE,NSE
194945537,761506,HSBCGOLD,0.01,1,EQ,NSE,NSE
3669505,14334,HSCL,0.05,1,EQ,NSE,NSE
3646209,14243,HSM250INAV,0.01,1,EQ,NSE,NSE
3646465,14244,HSM250INAV-RL,0.01,1,EQ,NSE,NSE
3066625,11979,HTMEDIA,0.01,1,EQ,NSE,NSE
3635969,14203,HUBTOWN,0.01,1,EQ,NSE,NSE
5331201,20825,HUDCO,0.01,1,EQ,NSE,NSE
655873,2562,HUHTAMAKI,0.05,1,EQ,NSE,NSE
6581249,25708,HVAX-SM,0.05,150,EQ,NSE,NSE
195669249,764333,HYBRIDETF,0.01,1,EQ,NSE,NSE
3280385,12814,HYBRIDFIN-BE,0.01,1,EQ,NSE,NSE
195671041,764340,HYBRIDINAV,0.01,1,EQ,NSE,NSE
6616065,25844,HYUNDAI,0.1,1,EQ,NSE,NSE
5465089,21348,IBLFL-SM,0.05,2000,EQ,NSE,NSE
2576897,10066,IBMFNIINAV,0.01,1,EQ,NSE,NSE
6399745,24999,IBULLSLTD,0.01,1,EQ,NSE,NSE
3371265,13169,IC10GSINAV,0.01,1,EQ,NSE,NSE
1786113,6977,ICDSLTD,0.01,1,EQ,NSE,NSE
195600385,764064,ICELCO-SM,0.05,1200,EQ,NSE,NSE
125185,489,ICEMAKE,0.05,1,EQ,NSE,NSE
2572801,10050,ICICI1INAV,0.01,1,EQ,NSE,NSE
2567169,10028,ICICI2INAV,0.01,1,EQ,NSE,NSE
2572289,10048,ICICI5INAV,0.01,1,EQ,NSE,NSE
2572545,10049,ICICIAINAV,0.01,1,EQ,NSE,NSE
194664193,760407,ICICIAMC,0.1,1,EQ,NSE,NSE
133633,522,ICICIB22,0.01,1,EQ,NSE,NSE
1270529,4963,ICICIBANK,0.1,1,EQ,NSE,NSE
2575105,10059,ICICIBINAV,0.01,1,EQ,NSE,NSE
2567937,10031,ICICICINAV,0.01,1,EQ,NSE,NSE
2568449,10033,ICICIFINAV,0.01,1,EQ,NSE,NSE
5573121,21770,ICICIGI,0.1,1,EQ,NSE,NSE
2110721,8245,ICICIGINAV,0.01,1,EQ,NSE,NSE
2566401,10025,ICICIKINAV,0.01,1,EQ,NSE,NSE
2574593,10057,ICICILINAV,0.01,1,EQ,NSE,NSE
2571521,10045,ICICIMINAV,0.01,1,EQ,NSE,NSE
2574849,10058,ICICININAV,0.01,1,EQ,NSE,NSE
2567681,10030,ICICIOINAV,0.01,1,EQ,NSE,NSE
